Customer_ID,Name,Age,Gender,Region,Income,Existing_Loans,Loan_Amount,Credit_Card_Debt,Savings,Investments,Credit_Score,Employment_Status,Risk_Score
100057,Customer_57,24,Female,Urban,59095,No,0,41184,74590,98618,362,Employed,100.0
100058,Customer_58,38,Male,Urban,179523,No,0,23398,41281,61034,649,Employed,22.94
100059,Customer_59,26,Male,Urban,101897,No,0,14370,74805,177527,689,Self-employed,15.18
100060,Customer_60,56,Female,Urban,101443,No,0,28517,77626,93104,676,Employed,7.5
100061,Customer_61,35,Female,Urban,138005,Yes,358504,28859,67644,38816,365,Self-employed,100.0
100062,Customer_62,21,Male,Urban,54814,Yes,249636,1247,59235,87522,418,Retired,76.99
100063,Customer_63,42,Male,Suburban,105141,No,0,24564,87676,57170,307,Unemployed,60.51
100064,Customer_64,77,Female,Suburban,188904,No,0,46018,67760,162213,326,Unemployed,57.43
100065,Customer_65,31,Female,Urban,160517,Yes,375297,7111,13876,62245,589,Retired,81.24
100066,Customer_66,67,Male,Urban,184562,Yes,244321,20973,57680,19546,327,Employed,68.59
100067,Customer_67,75,Male,Suburban,49767,Yes,50562,34654,16097,148157,458,Employed,31.79
100068,Customer_68,26,Male,Urban,66057,No,0,310,75292,7587,444,Retired,15.88
100069,Customer_69,43,Male,Urban,192115,No,0,10760,3859,112138,766,Employed,0.0
100070,Customer_70,70,Male,Urban,106755,No,0,17988,25877,126541,407,Employed,0.59
100071,Customer_71,19,Male,Rural,47946,Yes,413545,22043,15628,41930,738,Employed,100.0
100072,Customer_72,37,Female,Suburban,187659,Yes,413914,24944,79117,41211,502,Self-employed,100.0
100073,Customer_73,45,Male,Suburban,23364,Yes,226935,36314,9300,102160,600,Retired,91.18
100074,Customer_74,64,Female,Suburban,97015,No,0,38119,3412,174888,737,Employed,9.53
100075,Customer_75,77,Female,Suburban,158470,No,0,24401,93837,44043,310,Employed,16.08
100076,Customer_76,24,Male,Urban,153524,No,0,17381,80341,136043,402,Employed,57.47
100077,Customer_77,61,Female,Suburban,107208,Yes,260644,33264,4338,192701,785,Unemployed,50.05
100078,Customer_78,78,Male,Urban,143208,No,0,22069,60484,27622,409,Employed,0.0
100079,Customer_79,25,Female,Suburban,184265,No,0,42964,6804,69159,392,Employed,100.0
100080,Customer_80,64,Male,Suburban,45345,No,0,1198,54675,77369,840,Employed,0.0
100081,Customer_81,52,Female,Suburban,105895,No,0,43305,95845,51959,806,Self-employed,26.79
100082,Customer_82,31,Female,Urban,174125,No,0,5910,86733,39271,476,Unemployed,17.07
100083,Customer_83,34,Male,Urban,149022,No,0,5484,13392,69826,738,Employed,0.0
100084,Customer_84,53,Male,Suburban,156087,Yes,195839,46165,76984,32536,810,Unemployed,69.95
100085,Customer_85,67,Female,Suburban,159729,Yes,495507,576,21029,55587,408,Employed,68.5
100086,Customer_86,57,Female,Rural,71116,Yes,149815,32821,66263,167450,371,Employed,80.71
100087,Customer_87,21,Male,Urban,173023,No,0,48757,28097,133173,788,Employed,78.56
100088,Customer_88,19,Female,Suburban,117599,No,0,44392,63524,143360,580,Employed,96.8
100089,Customer_89,79,Male,Suburban,46521,Yes,115192,48603,17395,184501,513,Employed,61.14
100090,Customer_90,23,Female,Rural,74431,No,0,32996,23993,152879,756,Employed,48.3
100091,Customer_91,71,Male,Suburban,30731,No,0,25354,63088,158701,717,Employed,0.0
100092,Customer_92,59,Female,Suburban,169816,No,0,48958,61610,195441,809,Employed,28.99
100093,Customer_93,21,Male,Suburban,83094,No,0,30229,86065,144284,622,Employed,61.03
100094,Customer_94,71,Male,Suburban,38423,No,0,12022,18258,22803,477,Employed,0.0
100095,Customer_95,46,Male,Rural,134612,Yes,292674,984,93545,47015,403,Employed,55.59
100096,Customer_96,35,Male,Urban,168640,Yes,195408,12660,8303,147576,418,Self-employed,71.48
100097,Customer_97,43,Female,Urban,198483,No,0,25044,71186,86198,356,Employed,54.46
100098,Customer_98,61,Male,Rural,23934,Yes,300052,18851,13177,94273,708,Unemployed,38.17
100099,Customer_99,51,Female,Suburban,96945,Yes,382551,42809,14747,76525,357,Employed,100.0
100100,Customer_100,27,Male,Suburban,150443,No,0,33299,98318,121051,416,Self-employed,83.91
100101,Customer_101,79,Male,Urban,116946,No,0,13711,89717,82599,724,Employed,0.0
100102,Customer_102,53,Male,Urban,116344,No,0,11227,22823,20849,320,Employed,18.56
100103,Customer_103,31,Male,Suburban,159244,Yes,254333,8028,80718,46559,378,Unemployed,83.7
100104,Customer_104,48,Male,Suburban,47358,No,0,16945,79812,190628,407,Employed,26.01
100105,Customer_105,65,Male,Urban,149774,Yes,183104,32857,76307,188944,570,Employed,54.03
100106,Customer_106,32,Female,Urban,39763,Yes,300927,38503,12963,180377,775,Retired,100.0
100107,Customer_107,25,Male,Rural,199745,No,0,25982,25928,147257,369,Retired,77.3
100108,Customer_108,31,Female,Urban,105997,Yes,249066,35913,81385,173269,686,Unemployed,100.0
100109,Customer_109,40,Female,Rural,87975,Yes,373982,1292,92618,102523,465,Employed,72.67
100110,Customer_110,77,Male,Urban,158876,No,0,23880,70023,121518,357,Self-employed,9.51
100111,Customer_111,74,Male,Suburban,198666,Yes,355417,32538,93141,115242,750,Employed,55.42
100112,Customer_112,79,Other,Rural,107189,No,0,7559,11038,26509,544,Retired,0.0
100113,Customer_113,57,Female,Suburban,107507,No,0,36549,68926,123186,344,Unemployed,61.38
100114,Customer_114,38,Female,Urban,87525,No,0,35159,4438,110638,682,Employed,42.58
100115,Customer_115,33,Male,Suburban,119248,Yes,310687,21539,36151,119371,370,Employed,100.0
100116,Customer_116,62,Female,Urban,44604,No,0,13204,37135,20178,847,Self-employed,0.0
100117,Customer_117,35,Female,Urban,136585,Yes,414587,2252,7167,37123,538,Self-employed,80.38
100118,Customer_118,64,Female,Rural,173207,No,0,36659,14172,13869,407,Self-employed,45.44
100119,Customer_119,70,Other,Suburban,188990,Yes,222418,9866,52303,167091,507,Retired,17.07
100120,Customer_120,41,Male,Suburban,149716,Yes,296180,49927,83493,99528,601,Employed,100.0
100121,Customer_121,43,Male,Urban,181919,No,0,37997,31360,108249,729,Employed,36.48
100122,Customer_122,42,Female,Urban,194846,Yes,58756,24800,67310,42756,647,Unemployed,32.73
100123,Customer_123,77,Female,Urban,30680,Yes,97739,7553,61709,79393,406,Employed,0.0
100124,Customer_124,77,Male,Suburban,133508,Yes,391492,32831,66478,91506,827,Retired,50.42
100125,Customer_125,77,Male,Suburban,115619,No,0,1787,89950,84919,705,Self-employed,0.0
100126,Customer_126,62,Male,Suburban,75037,Yes,472565,44810,87258,132901,555,Retired,100.0
100127,Customer_127,58,Male,Rural,119969,No,0,40837,48445,93086,600,Employed,38.59
100128,Customer_128,46,Female,Urban,131115,Yes,270891,11726,90941,129641,444,Employed,67.89
100129,Customer_129,32,Female,Urban,78914,No,0,3915,37698,31907,823,Employed,0.0
100130,Customer_130,62,Male,Urban,177381,No,0,47423,28256,120305,659,Employed,39.82
100131,Customer_131,18,Male,Urban,127255,No,0,45412,87880,183351,823,Unemployed,71.5
100132,Customer_132,42,Male,Urban,30349,No,0,92,35207,78574,783,Employed,0.0
100133,Customer_133,24,Male,Rural,185625,Yes,463825,10934,75441,150406,489,Self-employed,100.0
100134,Customer_134,26,Female,Urban,48525,Yes,119938,29995,26151,47803,595,Employed,81.48
100135,Customer_135,41,Other,Rural,25948,Yes,204105,32469,89259,108165,392,Self-employed,100.0
100136,Customer_136,18,Female,Urban,34498,No,0,1677,55236,40325,429,Unemployed,30.38
100137,Customer_137,61,Male,Rural,170063,No,0,28242,39278,77667,783,Retired,0.0
100138,Customer_138,25,Female,Suburban,79790,No,0,21892,77709,188589,708,Employed,29.24
100139,Customer_139,41,Female,Rural,158732,Yes,144559,22114,50221,43827,640,Employed,46.6
100140,Customer_140,28,Female,Urban,46245,No,0,36632,79666,70330,513,Self-employed,77.91
100141,Customer_141,68,Male,Suburban,151310,No,0,27057,48350,42924,629,Employed,0.0
100142,Customer_142,34,Male,Rural,170992,No,0,44916,27952,191108,474,Employed,91.57
100143,Customer_143,25,Male,Urban,66659,No,0,44031,11937,112174,743,Retired,69.4
100144,Customer_144,52,Male,Urban,145983,Yes,200921,47881,42702,84150,500,Employed,100.0
100145,Customer_145,52,Male,Urban,94874,Yes,259536,37355,40496,178818,397,Employed,100.0
100146,Customer_146,50,Male,Rural,62517,No,0,31532,87070,61138,402,Employed,53.27
100147,Customer_147,76,Female,Suburban,146618,Yes,246192,10169,24794,155149,450,Employed,21.64
100148,Customer_148,22,Female,Suburban,95885,Yes,378853,34566,59720,163747,567,Unemployed,100.0
100149,Customer_149,59,Male,Urban,66350,Yes,265227,46550,25985,119809,651,Employed,95.81
100150,Customer_150,56,Male,Urban,97179,Yes,121322,30740,20391,195181,766,Self-employed,25.63
100151,Customer_151,75,Female,Rural,179346,No,0,46176,58295,115452,577,Employed,30.72
100152,Customer_152,58,Female,Urban,65013,Yes,125717,10030,94064,114170,315,Self-employed,35.64
100153,Customer_153,45,Female,Suburban,59913,No,0,10752,73406,84449,755,Employed,0.0
100154,Customer_154,24,Other,Rural,65819,No,0,7051,88054,59087,478,Self-employed,27.87
100155,Customer_155,26,Female,Urban,102168,No,0,42623,22993,135338,433,Retired,100.0
100156,Customer_156,25,Other,Suburban,112680,No,0,10589,43639,40324,557,Self-employed,24.4
100157,Customer_157,29,Male,Urban,114792,Yes,188068,11395,30720,26556,361,Employed,81.68
100158,Customer_158,51,Male,Suburban,174557,No,0,12833,90698,8799,781,Employed,0.0
100159,Customer_159,50,Male,Urban,153932,No,0,598,10906,36831,776,Employed,0.0
100160,Customer_160,65,Male,Suburban,69875,No,0,14367,64820,188795,341,Unemployed,7.37
100161,Customer_161,72,Male,Urban,165991,No,0,18428,84117,175438,672,Employed,0.0
100162,Customer_162,40,Female,Urban,93947,No,0,16642,64238,128111,672,Self-employed,4.23
100163,Customer_163,79,Female,Suburban,29586,No,0,20955,52489,139421,598,Retired,0.0
100164,Customer_164,41,Female,Urban,71986,No,0,40771,97825,145343,351,Employed,89.0
100165,Customer_165,54,Male,Suburban,109848,Yes,176724,10097,82741,30104,678,Employed,8.27
100166,Customer_166,52,Female,Urban,43055,Yes,486468,13207,77944,137607,611,Retired,86.83
100167,Customer_167,61,Female,Suburban,185962,No,0,22560,94068,196092,358,Employed,26.75
100168,Customer_168,57,Male,Urban,48807,No,0,23426,4193,73995,603,Employed,4.66
100169,Customer_169,39,Female,Suburban,67177,Yes,322771,44592,41986,3696,334,Self-employed,100.0
100170,Customer_170,44,Male,Urban,88625,No,0,797,61481,50837,792,Employed,0.0
100171,Customer_171,52,Male,Urban,165314,No,0,43463,6220,37399,790,Retired,28.98
100172,Customer_172,18,Female,Urban,76317,No,0,5713,20357,151031,520,Self-employed,27.75
100173,Customer_173,52,Male,Suburban,191050,No,0,40079,40299,197520,422,Employed,65.51
100174,Customer_174,54,Male,Urban,36433,No,0,20404,20549,93770,401,Employed,26.13
100175,Customer_175,64,Female,Rural,53282,No,0,5911,18474,77187,814,Retired,0.0
100176,Customer_176,31,Female,Rural,96519,No,0,3954,58593,168187,612,Unemployed,0.0
100177,Customer_177,20,Male,Urban,63578,No,0,42587,1141,140366,805,Employed,65.47
100178,Customer_178,18,Male,Suburban,150843,Yes,179430,4312,83186,24858,793,Employed,28.72
100179,Customer_179,22,Male,Urban,128333,No,0,30875,21694,34349,498,Employed,75.66
100180,Customer_180,43,Female,Urban,175205,Yes,470212,41748,17863,63103,812,Retired,100.0
100181,Customer_181,72,Male,Suburban,70317,Yes,460592,18440,3690,119543,629,Employed,65.0
100182,Customer_182,31,Male,Suburban,147878,No,0,15828,46056,90082,626,Employed,19.26
100183,Customer_183,56,Female,Suburban,128745,No,0,30898,61424,8889,309,Retired,55.44
100184,Customer_184,44,Female,Urban,149230,No,0,46720,22320,172954,426,Employed,88.32
100185,Customer_185,26,Male,Urban,85950,Yes,369894,39870,68963,83561,530,Employed,100.0
100186,Customer_186,32,Female,Urban,79612,No,0,45428,26419,56587,314,Retired,100.0
100187,Customer_187,32,Female,Suburban,84873,No,0,15427,41832,131528,786,Employed,0.0
100188,Customer_188,43,Male,Suburban,135792,No,0,29641,36983,76281,741,Retired,18.36
100189,Customer_189,59,Male,Suburban,189451,Yes,270062,22169,23365,78395,573,Employed,57.19
100190,Customer_190,77,Female,Urban,144814,No,0,34215,4911,97684,302,Employed,36.65
100191,Customer_191,30,Male,Urban,35231,No,0,49666,86997,136099,625,Employed,88.3
100192,Customer_192,68,Female,Urban,107385,Yes,21699,45419,1649,187830,552,Retired,45.24
100193,Customer_193,49,Male,Urban,61163,Yes,379580,47880,55688,111471,833,Employed,100.0
100194,Customer_194,56,Male,Urban,141880,No,0,1951,27469,7193,354,Employed,0.0
100195,Customer_195,66,Male,Rural,182748,No,0,21954,94362,38171,747,Employed,0.0
100196,Customer_196,69,Male,Rural,107592,No,0,13827,82039,33323,596,Employed,0.0
100197,Customer_197,78,Male,Suburban,126564,No,0,8965,44346,79450,672,Unemployed,0.0
100198,Customer_198,49,Male,Urban,75535,Yes,452501,33096,88498,188936,768,Employed,100.0
100199,Customer_199,21,Female,Urban,130952,Yes,109726,8985,41884,107286,435,Self-employed,62.49
100200,Customer_200,47,Other,Rural,197182,Yes,337207,32641,18677,81086,545,Self-employed,100.0
100201,Customer_201,54,Female,Urban,198050,Yes,286243,22897,61390,18878,369,Employed,92.13
100202,Customer_202,40,Female,Rural,155824,No,0,45652,86178,17718,780,Employed,49.54
100203,Customer_203,56,Male,Urban,44507,Yes,20622,5973,69249,146098,829,Employed,0.0
100204,Customer_204,62,Other,Urban,144225,No,0,17794,63635,80778,789,Retired,0.0
100205,Customer_205,32,Male,Rural,130282,No,0,7714,75131,119497,802,Employed,0.0
100206,Customer_206,60,Female,Urban,192567,No,0,1137,80315,174446,416,Employed,0.0
100207,Customer_207,46,Other,Suburban,90559,No,0,37240,64734,109597,556,Unemployed,51.57
100208,Customer_208,53,Female,Suburban,20982,No,0,36042,13164,100305,727,Retired,20.3
100209,Customer_209,30,Other,Urban,149128,No,0,3273,54184,81331,414,Employed,20.34
100210,Customer_210,49,Female,Urban,167218,Yes,99932,22627,68082,81589,793,Self-employed,10.7
100211,Customer_211,24,Male,Suburban,96737,Yes,325160,32193,36374,44781,361,Employed,100.0
100212,Customer_212,76,Male,Suburban,102446,No,0,15151,92964,87108,796,Employed,0.0
100213,Customer_213,68,Female,Urban,108567,Yes,65891,10155,98243,146277,379,Employed,3.9
100214,Customer_214,39,Male,Rural,43636,No,0,26741,91924,147975,784,Self-employed,12.5
100215,Customer_215,45,Female,Urban,102850,No,0,22948,92041,17916,321,Employed,51.88
100216,Customer_216,19,Other,Urban,178404,No,0,38130,79709,42284,623,Employed,79.22
100217,Customer_217,59,Male,Urban,103866,Yes,122295,4636,30580,112751,816,Employed,0.0
100218,Customer_218,62,Female,Urban,82726,No,0,38114,95187,63876,560,Employed,32.85
100219,Customer_219,79,Female,Urban,100901,Yes,294340,31649,57792,12353,428,Employed,73.06
100220,Customer_220,74,Female,Rural,161180,No,0,43706,24318,28869,583,Employed,26.32
100221,Customer_221,70,Other,Urban,88896,Yes,320993,36976,15627,178693,346,Employed,100.0
100222,Customer_222,23,Female,Urban,193625,No,0,37236,72614,1247,487,Employed,88.43
100223,Customer_223,45,Other,Urban,60880,Yes,314502,2346,37091,174898,318,Employed,73.93
100224,Customer_224,45,Female,Suburban,72077,Yes,44513,13984,74902,114875,307,Employed,44.5
100225,Customer_225,61,Male,Rural,23625,No,0,1042,15444,171344,336,Employed,0.0
100226,Customer_226,61,Male,Urban,58237,Yes,246943,13063,40873,83387,371,Employed,55.62
100227,Customer_227,37,Female,Urban,21223,No,0,20490,18747,179981,680,Employed,14.73
100228,Customer_228,47,Male,Urban,85197,Yes,347625,40967,94007,127727,565,Self-employed,100.0
100229,Customer_229,79,Female,Urban,94693,Yes,481321,36499,10229,160583,366,Employed,100.0
100230,Customer_230,28,Female,Urban,131555,No,0,42533,82840,85218,363,Employed,100.0
100231,Customer_231,75,Male,Urban,57760,Yes,391934,7302,90871,187329,329,Self-employed,60.53
100232,Customer_232,72,Female,Urban,130174,Yes,43877,21876,68626,51456,315,Employed,25.47
100233,Customer_233,45,Female,Suburban,147192,No,0,49612,58804,191594,577,Self-employed,75.09
100234,Customer_234,42,Female,Urban,49024,Yes,71451,16294,49229,68059,576,Employed,26.61
100235,Customer_235,56,Male,Rural,43202,Yes,28848,2302,33368,74628,520,Employed,0.0
100236,Customer_236,79,Male,Rural,139414,Yes,411885,19017,11944,191334,492,Employed,63.78
100237,Customer_237,50,Male,Suburban,71524,No,0,42311,32752,64269,323,Retired,84.12
100238,Customer_238,18,Female,Urban,194980,No,0,361,33916,31609,440,Employed,26.46
100239,Customer_239,74,Male,Urban,187139,Yes,335105,38261,21817,86852,325,Retired,100.0
100240,Customer_240,44,Female,Urban,160432,No,0,17171,71634,26999,397,Employed,32.64
100241,Customer_241,79,Male,Suburban,118228,Yes,431409,49360,2133,157516,575,Retired,100.0
100242,Customer_242,74,Male,Urban,124755,No,0,41226,57707,98298,542,Employed,26.19
100243,Customer_243,69,Female,Rural,164013,Yes,499104,29327,29670,174852,732,Unemployed,86.11
100244,Customer_244,30,Female,Rural,35993,No,0,5092,56162,102128,308,Self-employed,36.45
100245,Customer_245,58,Male,Urban,34620,No,0,16937,48724,122351,571,Self-employed,0.0
100246,Customer_246,20,Male,Suburban,143271,No,0,40793,53837,149833,331,Employed,100.0
100247,Customer_247,56,Male,Urban,40193,No,0,13817,36974,175219,778,Unemployed,0.0
100248,Customer_248,23,Female,Urban,71559,Yes,395826,9779,2109,59241,427,Unemployed,100.0
100249,Customer_249,25,Female,Urban,41248,Yes,238901,4516,29755,23845,316,Employed,88.39
100250,Customer_250,44,Male,Urban,196924,Yes,220608,39219,25802,141683,772,Self-employed,76.74
100251,Customer_251,26,Male,Rural,156099,Yes,101338,30114,65771,147961,600,Employed,77.41
100252,Customer_252,79,Male,Urban,83410,Yes,81105,14530,44899,104337,341,Employed,6.41
100253,Customer_253,54,Female,Urban,24260,Yes,357946,9310,42972,189501,351,Self-employed,81.42
100254,Customer_254,50,Other,Suburban,57596,No,0,34281,69642,141285,487,Unemployed,48.77
100255,Customer_255,68,Male,Suburban,29012,Yes,78301,23809,37704,168218,450,Employed,25.34
100256,Customer_256,59,Female,Urban,45823,Yes,474448,46104,76194,151425,543,Unemployed,100.0
100257,Customer_257,61,Male,Rural,93851,Yes,423144,21735,82876,140585,790,Self-employed,58.91
100258,Customer_258,41,Male,Suburban,67027,No,0,44363,74997,119521,426,Employed,87.36
100259,Customer_259,32,Female,Urban,103794,Yes,19679,6749,53958,121821,708,Employed,0.0
100260,Customer_260,76,Female,Urban,45099,No,0,27637,89469,3593,643,Self-employed,0.0
100261,Customer_261,71,Female,Urban,121427,No,0,7005,43491,179116,397,Employed,0.0
100262,Customer_262,49,Female,Rural,56992,No,0,29898,9495,181581,367,Employed,55.37
100263,Customer_263,49,Male,Suburban,139942,Yes,315009,23538,66181,98557,327,Employed,100.0
100264,Customer_264,41,Female,Rural,137886,Yes,43182,37206,98827,158453,328,Self-employed,93.21
100265,Customer_265,58,Male,Urban,162049,No,0,45648,49112,162339,511,Self-employed,58.68
100266,Customer_266,69,Female,Urban,198448,Yes,140246,21708,14097,172317,779,Employed,0.0
100267,Customer_267,66,Male,Urban,185050,Yes,415277,45024,22532,101354,371,Employed,100.0
100268,Customer_268,79,Female,Urban,29218,Yes,112046,42944,32110,60030,790,Unemployed,16.61
100269,Customer_269,66,Male,Suburban,41788,No,0,25467,49543,34493,409,Employed,20.32
100270,Customer_270,75,Male,Suburban,40501,No,0,49127,52084,27632,412,Retired,56.03
100271,Customer_271,69,Female,Urban,123733,No,0,14412,41702,173185,696,Employed,0.0
100272,Customer_272,29,Male,Urban,35210,No,0,29378,63348,57052,531,Employed,60.04
100273,Customer_273,79,Female,Urban,148476,No,0,47055,25717,70592,342,Employed,55.12
100274,Customer_274,56,Male,Urban,94225,No,0,28102,56941,134289,564,Employed,19.85
100275,Customer_275,19,Male,Urban,196561,No,0,13044,83867,102196,345,Employed,61.75
100276,Customer_276,20,Male,Urban,83721,No,0,31309,62295,156110,524,Retired,75.97
100277,Customer_277,66,Male,Urban,193725,No,0,18239,44252,173594,400,Employed,6.92
100278,Customer_278,54,Female,Urban,192022,Yes,426697,2435,50917,39390,580,Unemployed,54.47
100279,Customer_279,66,Male,Urban,159988,Yes,56938,43934,98167,185252,537,Employed,53.58
100280,Customer_280,73,Female,Urban,51449,No,0,23164,22399,39907,545,Employed,0.0
100281,Customer_281,34,Female,Suburban,109333,No,0,35866,92050,23902,398,Retired,82.41
100282,Customer_282,76,Male,Urban,40782,No,0,3386,3496,158796,499,Employed,0.0
100283,Customer_283,66,Female,Rural,40243,No,0,5440,31985,194820,555,Employed,0.0
100284,Customer_284,19,Female,Urban,49379,No,0,45503,86482,112249,736,Employed,80.67
100285,Customer_285,19,Female,Urban,57780,No,0,42776,22434,70786,793,Self-employed,68.51
100286,Customer_286,45,Male,Urban,181812,No,0,6436,39178,14320,735,Retired,0.0
100287,Customer_287,71,Male,Urban,134944,Yes,55324,7403,34310,101458,323,Employed,0.0
100288,Customer_288,40,Female,Rural,39984,No,0,23242,77407,36337,662,Self-employed,18.6
100289,Customer_289,54,Female,Urban,20050,No,0,43464,14390,152550,569,Employed,52.49
100290,Customer_290,49,Female,Rural,157662,No,0,2939,77682,145285,527,Unemployed,0.0
100291,Customer_291,50,Male,Rural,60205,Yes,47852,17222,49577,40931,427,Retired,31.28
100292,Customer_292,18,Female,Suburban,35162,Yes,446123,27277,90643,31707,842,Employed,100.0
100293,Customer_293,36,Male,Suburban,69746,No,0,21143,52933,6642,357,Self-employed,55.29
100294,Customer_294,79,Female,Suburban,164177,No,0,3138,16479,4255,624,Employed,0.0
100295,Customer_295,19,Male,Urban,188571,No,0,49327,77719,66866,405,Unemployed,100.0
100296,Customer_296,70,Female,Suburban,187713,Yes,370644,20989,85532,112429,736,Employed,42.02
100297,Customer_297,61,Male,Urban,31628,No,0,3162,29224,170914,384,Self-employed,0.0
100298,Customer_298,43,Male,Urban,193104,No,0,2752,51351,79729,301,Employed,16.34
100299,Customer_299,49,Female,Urban,58516,Yes,289758,25765,76845,6621,736,Employed,61.64
